Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S07623,19,Female,11,Reading/Writing,15,No,67,42,80,Yes,Medium,2,10,D
S07624,25,Female,45,Auditory,8,Yes,64,67,82,Yes,Low,3,9,C
S07625,18,Male,17,Auditory,20,Yes,57,99,63,No,Low,27,4,A
S07626,28,Male,5,Visual,3,Yes,60,40,78,Yes,High,7,8,D
S07627,25,Male,26,Kinesthetic,0,Yes,76,54,85,No,Low,2,10,D
S07628,25,Other,7,Kinesthetic,0,No,53,58,56,Yes,High,10,6,C
S07629,24,Female,11,Reading/Writing,4,Yes,82,70,54,No,Medium,29,8,B
S07630,22,Female,49,Auditory,3,Yes,97,82,78,No,High,26,9,B
S07631,18,Female,48,Visual,15,No,65,91,66,Yes,Low,27,4,A
S07632,28,Female,41,Kinesthetic,17,No,53,78,62,No,High,3,5,B
S07633,27,Female,41,Auditory,11,No,57,96,59,Yes,High,10,6,A
S07634,25,Male,43,Visual,18,Yes,85,78,84,Yes,High,7,5,B
S07635,28,Female,27,Reading/Writing,1,Yes,84,78,65,Yes,Medium,10,7,B
S07636,29,Female,8,Reading/Writing,11,Yes,66,78,63,Yes,Low,25,7,B
S07637,25,Male,21,Visual,14,No,89,87,73,Yes,Medium,23,4,A
S07638,24,Female,49,Visual,5,Yes,90,59,73,Yes,Medium,16,6,C
S07639,27,Female,16,Auditory,14,Yes,57,55,91,Yes,Medium,11,7,C
S07640,21,Female,47,Kinesthetic,10,Yes,59,85,57,No,Medium,29,7,A
S07641,24,Other,36,Reading/Writing,6,Yes,88,90,77,Yes,Medium,19,4,A
S07642,22,Male,19,Reading/Writing,16,Yes,82,66,62,No,Medium,11,6,C
S07643,29,Male,15,Auditory,14,Yes,66,55,57,Yes,Low,14,5,C
S07644,24,Female,17,Auditory,19,Yes,92,68,51,Yes,Low,9,5,C
S07645,23,Male,37,Auditory,12,Yes,84,41,89,Yes,High,25,8,D
S07646,21,Female,13,Auditory,13,Yes,98,100,91,No,Medium,24,7,A
S07647,22,Other,40,Visual,16,Yes,69,86,68,Yes,Medium,29,9,A
S07648,24,Female,47,Kinesthetic,20,Yes,80,84,90,Yes,High,26,10,B
S07649,24,Male,42,Reading/Writing,13,Yes,60,55,81,No,Medium,13,7,C
S07650,26,Male,22,Reading/Writing,16,Yes,66,65,97,Yes,Medium,5,4,C
S07651,20,Female,5,Visual,7,Yes,95,88,57,Yes,Low,13,7,A
S07652,21,Male,32,Visual,4,Yes,59,73,59,No,Low,5,4,B
S07653,18,Female,13,Auditory,18,Yes,64,61,57,Yes,Low,20,9,C
S07654,21,Female,41,Visual,2,Yes,88,59,63,No,Medium,15,5,C
S07655,18,Female,49,Visual,15,Yes,61,94,90,Yes,Medium,2,6,A
S07656,28,Male,40,Kinesthetic,8,No,95,54,52,Yes,Medium,10,4,D
S07657,22,Male,32,Reading/Writing,18,Yes,71,98,92,Yes,Low,4,7,A
S07658,23,Female,46,Kinesthetic,9,No,62,43,59,Yes,Low,0,9,D
S07659,22,Male,37,Visual,20,Yes,79,59,84,No,High,21,10,C
S07660,27,Female,28,Reading/Writing,18,Yes,54,71,85,Yes,Medium,3,9,B
S07661,21,Male,34,Kinesthetic,15,Yes,69,52,61,Yes,Medium,23,7,D
S07662,22,Female,13,Auditory,6,No,60,65,79,Yes,Low,10,6,C
S07663,20,Female,5,Reading/Writing,6,Yes,80,92,52,Yes,Low,19,4,A
S07664,24,Female,20,Kinesthetic,1,Yes,73,88,86,Yes,Medium,22,8,A
S07665,18,Female,8,Kinesthetic,2,Yes,95,61,90,No,Low,16,7,C
S07666,23,Male,12,Visual,3,Yes,93,69,72,Yes,Low,27,7,C
S07667,18,Male,43,Kinesthetic,5,Yes,70,89,56,Yes,Medium,12,4,A
S07668,28,Female,19,Reading/Writing,20,No,90,89,62,No,Medium,2,6,A
S07669,28,Female,42,Kinesthetic,20,No,74,86,99,No,Medium,4,10,A
S07670,24,Male,8,Auditory,19,No,95,91,90,Yes,Low,4,7,A
S07671,20,Male,6,Kinesthetic,13,No,70,68,68,No,Low,26,10,C
S07672,26,Female,45,Auditory,1,Yes,55,98,95,Yes,Low,8,9,A
S07673,20,Male,46,Kinesthetic,16,Yes,100,70,53,Yes,Medium,17,4,B
S07674,28,Female,30,Kinesthetic,15,Yes,56,79,97,Yes,Low,13,10,B
S07675,23,Female,18,Visual,10,Yes,84,58,89,No,Medium,11,8,C
S07676,29,Male,9,Kinesthetic,19,Yes,75,44,72,No,Low,5,8,D
S07677,20,Female,47,Auditory,19,Yes,78,58,75,No,Low,20,5,C
S07678,19,Other,35,Kinesthetic,18,Yes,79,57,69,No,High,6,7,C
S07679,22,Male,40,Kinesthetic,2,Yes,100,58,61,Yes,Low,17,9,C
S07680,25,Female,14,Reading/Writing,19,Yes,89,94,71,Yes,Low,25,9,A
S07681,19,Male,14,Reading/Writing,12,No,99,83,83,Yes,Medium,6,8,B
S07682,19,Female,5,Reading/Writing,3,No,95,60,90,Yes,Medium,18,10,C
S07683,29,Female,25,Auditory,0,No,64,57,69,Yes,Medium,10,9,C
S07684,21,Female,29,Visual,7,Yes,57,64,66,No,Low,13,10,C
S07685,21,Female,7,Reading/Writing,2,No,66,71,50,No,High,15,8,B
S07686,26,Female,39,Reading/Writing,4,Yes,79,76,56,No,Low,1,8,B
S07687,29,Female,31,Reading/Writing,6,Yes,64,63,99,Yes,Low,7,7,C
S07688,22,Female,29,Visual,3,No,72,96,51,Yes,High,30,6,A
S07689,23,Male,21,Visual,4,No,53,68,92,Yes,Medium,3,9,C
S07690,21,Male,45,Auditory,20,Yes,62,100,85,No,Medium,0,4,A
S07691,21,Male,24,Visual,18,Yes,100,94,91,Yes,Medium,2,7,A
S07692,28,Male,44,Visual,18,Yes,67,66,50,Yes,Medium,3,7,C
S07693,21,Female,16,Kinesthetic,17,Yes,59,46,74,Yes,High,2,5,D
S07694,23,Male,18,Reading/Writing,17,Yes,70,70,88,Yes,Medium,26,7,B
S07695,20,Male,36,Reading/Writing,20,Yes,73,55,96,Yes,High,19,7,C
S07696,29,Female,19,Reading/Writing,4,Yes,98,73,96,Yes,Low,22,4,B
S07697,19,Female,21,Reading/Writing,10,No,93,86,98,Yes,Medium,14,5,A
S07698,21,Female,38,Reading/Writing,16,No,51,55,65,No,Medium,27,4,C
S07699,23,Female,23,Visual,9,No,65,93,52,Yes,Medium,14,5,A
S07700,19,Female,36,Visual,18,Yes,76,58,68,Yes,Low,19,10,C
S07701,26,Female,23,Reading/Writing,20,No,64,73,95,Yes,Medium,22,9,B
S07702,19,Male,11,Reading/Writing,5,Yes,81,52,77,No,Low,19,6,D
S07703,25,Female,35,Kinesthetic,10,No,91,55,82,No,Medium,4,10,C
S07704,20,Male,34,Reading/Writing,12,Yes,63,73,78,Yes,Low,27,7,B
S07705,22,Male,40,Auditory,16,Yes,56,58,67,No,Medium,12,9,C
S07706,22,Male,11,Reading/Writing,15,No,73,67,74,Yes,Low,18,8,C
S07707,22,Male,10,Kinesthetic,0,Yes,66,59,56,No,Medium,23,5,C
S07708,21,Female,26,Reading/Writing,20,Yes,77,74,69,Yes,Low,12,6,B
S07709,26,Female,49,Visual,0,Yes,72,62,94,Yes,Medium,10,9,C
S07710,23,Female,13,Auditory,0,No,57,81,55,Yes,Medium,28,7,B
S07711,27,Male,15,Reading/Writing,9,Yes,80,78,80,Yes,Medium,0,9,B
S07712,28,Female,41,Kinesthetic,19,Yes,86,49,61,No,Low,27,9,D
S07713,20,Female,43,Auditory,7,Yes,71,83,99,No,Low,30,7,B
S07714,27,Male,32,Auditory,18,Yes,72,97,56,Yes,Medium,12,8,A
S07715,26,Male,35,Reading/Writing,7,Yes,72,89,60,Yes,High,24,8,A
S07716,18,Female,12,Reading/Writing,20,No,81,44,59,No,Low,27,6,D
S07717,26,Female,40,Kinesthetic,19,No,68,90,73,Yes,Low,10,6,A
S07718,22,Male,33,Reading/Writing,11,No,87,50,94,No,Low,1,8,D
S07719,22,Male,15,Reading/Writing,14,No,89,86,78,Yes,Medium,15,10,A
S07720,21,Female,5,Reading/Writing,18,No,63,41,56,No,Medium,20,5,D
S07721,18,Female,14,Visual,6,No,65,95,99,Yes,Low,30,10,A
S07722,21,Male,45,Visual,10,Yes,64,46,85,No,Medium,26,10,D
S07723,23,Female,29,Kinesthetic,19,Yes,81,92,56,No,Medium,24,10,A
S07724,21,Male,33,Kinesthetic,4,Yes,88,98,59,Yes,Medium,8,9,A
S07725,23,Male,44,Visual,2,Yes,92,56,98,No,Medium,19,8,C
S07726,27,Male,44,Auditory,9,Yes,97,57,72,Yes,Medium,27,5,C
S07727,25,Male,41,Kinesthetic,8,Yes,98,87,94,Yes,High,2,9,A
S07728,27,Male,38,Reading/Writing,19,Yes,52,97,66,Yes,Medium,5,6,A
S07729,18,Female,44,Reading/Writing,13,Yes,97,73,85,No,Low,8,9,B
S07730,19,Female,25,Auditory,20,Yes,72,94,96,Yes,Medium,4,8,A
S07731,24,Other,49,Visual,18,No,84,73,93,Yes,Medium,16,8,B
S07732,19,Male,47,Auditory,17,Yes,57,84,95,No,Medium,21,10,B
S07733,26,Female,49,Kinesthetic,14,No,61,56,76,No,Low,15,10,C
S07734,26,Male,9,Auditory,14,Yes,50,96,86,Yes,Low,16,4,A
S07735,19,Female,47,Reading/Writing,14,No,52,61,51,Yes,High,0,6,C
S07736,18,Female,49,Visual,0,No,58,99,100,Yes,Medium,19,4,A
S07737,26,Female,39,Auditory,4,Yes,51,55,69,Yes,Medium,10,9,C
S07738,21,Female,46,Auditory,20,No,90,68,56,No,High,13,5,C
S07739,26,Male,14,Visual,20,Yes,75,90,71,Yes,Medium,18,4,A
S07740,21,Female,5,Auditory,6,Yes,66,47,93,Yes,Low,8,4,D
S07741,25,Female,36,Visual,3,No,72,45,88,No,Medium,4,8,D
S07742,28,Female,18,Visual,19,No,63,74,89,No,Medium,13,9,B
S07743,29,Female,11,Kinesthetic,11,Yes,68,54,58,Yes,Medium,12,9,D
S07744,29,Male,19,Visual,11,Yes,54,100,61,Yes,Low,2,6,A
S07745,23,Other,25,Visual,16,Yes,51,74,87,No,Low,7,9,B
S07746,21,Male,49,Reading/Writing,13,Yes,88,87,70,No,Medium,24,6,A
S07747,22,Male,29,Reading/Writing,15,No,81,100,85,Yes,Medium,7,7,A
S07748,27,Male,46,Visual,6,Yes,72,40,67,Yes,Medium,5,8,D
S07749,23,Male,29,Reading/Writing,20,Yes,98,65,94,Yes,Medium,11,10,C
S07750,25,Female,49,Auditory,6,No,79,71,73,Yes,Medium,2,4,B
S07751,29,Female,30,Kinesthetic,9,Yes,79,87,89,Yes,Low,13,10,A
S07752,23,Male,33,Auditory,18,No,76,86,54,No,Medium,6,7,A
S07753,23,Female,30,Reading/Writing,14,Yes,89,83,61,Yes,Medium,24,4,B
S07754,29,Female,46,Reading/Writing,8,Yes,60,76,84,No,Medium,22,4,B
S07755,22,Male,29,Auditory,14,Yes,52,58,98,Yes,Medium,30,4,C
S07756,23,Female,27,Auditory,18,Yes,50,52,68,Yes,Low,21,7,D
S07757,25,Male,30,Auditory,16,Yes,74,70,89,No,Medium,27,5,B
S07758,26,Male,13,Reading/Writing,0,No,87,86,84,Yes,Medium,13,9,A
S07759,21,Male,29,Kinesthetic,1,No,77,86,51,No,Low,11,5,A
S07760,26,Female,36,Kinesthetic,11,Yes,54,72,65,Yes,Medium,11,9,B
S07761,22,Male,42,Kinesthetic,18,Yes,67,71,60,Yes,High,14,7,B
S07762,20,Male,36,Reading/Writing,17,No,91,88,77,Yes,Medium,4,4,A
S07763,22,Male,27,Auditory,4,Yes,59,47,98,No,Medium,11,5,D
S07764,23,Female,6,Auditory,7,Yes,100,96,68,Yes,Medium,12,4,A
S07765,18,Male,23,Visual,10,Yes,55,93,99,Yes,High,23,6,A
S07766,29,Male,41,Auditory,9,Yes,64,55,66,Yes,Medium,12,5,C
S07767,27,Female,19,Reading/Writing,11,No,59,74,59,Yes,Low,6,8,B
S07768,27,Male,17,Auditory,18,Yes,99,83,95,Yes,Low,6,10,B
S07769,22,Female,23,Reading/Writing,19,Yes,59,51,77,Yes,Low,10,10,D
S07770,20,Female,26,Reading/Writing,2,Yes,98,79,52,Yes,Medium,26,6,B
S07771,25,Female,9,Visual,7,No,52,47,76,No,Medium,15,6,D
S07772,24,Other,17,Visual,2,Yes,78,73,70,Yes,Medium,3,5,B
S07773,18,Female,7,Auditory,20,Yes,52,72,84,Yes,Medium,23,9,B
S07774,21,Male,12,Auditory,16,Yes,66,71,75,Yes,Medium,30,7,B
S07775,23,Female,19,Visual,14,Yes,54,61,56,Yes,Medium,7,5,C
S07776,27,Male,28,Reading/Writing,16,No,96,62,80,No,Medium,28,10,C
S07777,25,Female,48,Auditory,15,No,62,56,98,Yes,Medium,6,8,C
S07778,19,Female,20,Auditory,9,No,54,73,97,Yes,Low,2,10,B
S07779,25,Female,47,Auditory,13,No,72,81,69,Yes,High,5,8,B
S07780,20,Female,34,Reading/Writing,6,Yes,50,70,91,Yes,Low,26,5,B
S07781,18,Male,32,Visual,17,Yes,60,85,62,Yes,Medium,2,6,A
S07782,23,Male,9,Reading/Writing,18,No,81,41,59,Yes,Low,12,5,D
S07783,20,Female,41,Reading/Writing,9,Yes,87,55,59,Yes,Medium,26,8,C
S07784,20,Male,44,Kinesthetic,6,Yes,77,41,95,Yes,Medium,7,5,D
S07785,27,Female,40,Kinesthetic,13,No,57,46,55,Yes,Medium,30,8,D
S07786,24,Female,32,Reading/Writing,17,No,88,48,79,Yes,Medium,23,7,D
S07787,20,Female,16,Reading/Writing,19,No,52,43,76,No,Low,2,4,D
S07788,19,Female,32,Visual,13,Yes,58,81,72,Yes,Medium,10,10,B
S07789,20,Female,27,Kinesthetic,7,No,89,67,92,No,High,29,5,C
S07790,26,Other,27,Reading/Writing,18,No,98,79,57,Yes,High,25,9,B
S07791,25,Male,26,Visual,9,Yes,74,97,65,Yes,Medium,4,9,A
S07792,21,Male,38,Reading/Writing,18,Yes,98,48,54,No,Low,16,5,D
S07793,28,Female,44,Auditory,10,No,79,77,69,Yes,Medium,15,4,B
S07794,22,Male,37,Reading/Writing,4,No,94,55,85,Yes,Medium,16,6,C
S07795,29,Female,35,Reading/Writing,4,No,99,83,51,Yes,Medium,22,4,B
S07796,23,Male,29,Reading/Writing,4,Yes,59,42,89,Yes,Medium,7,7,D
S07797,18,Female,32,Auditory,18,No,61,77,89,Yes,Medium,21,5,B
S07798,24,Male,17,Kinesthetic,11,Yes,58,88,92,Yes,Medium,18,6,A
S07799,29,Male,13,Reading/Writing,7,Yes,58,49,98,No,High,5,5,D
S07800,23,Male,16,Reading/Writing,0,Yes,85,52,72,Yes,Medium,9,5,D
S07801,23,Female,30,Kinesthetic,16,Yes,55,69,75,Yes,High,13,9,C
S07802,24,Female,6,Reading/Writing,2,Yes,66,71,95,Yes,Medium,8,4,B
S07803,21,Female,47,Visual,5,Yes,65,68,72,No,Medium,7,10,C
S07804,18,Female,37,Kinesthetic,15,Yes,72,97,85,No,Low,5,4,A
S07805,29,Male,35,Auditory,0,Yes,62,94,91,Yes,Medium,4,9,A
S07806,19,Female,38,Kinesthetic,2,Yes,89,58,74,Yes,High,2,7,C
S07807,25,Male,35,Visual,16,No,93,83,84,Yes,Medium,24,5,B
S07808,20,Male,30,Reading/Writing,9,No,88,44,99,Yes,Low,18,7,D
S07809,28,Female,20,Reading/Writing,7,Yes,91,69,67,No,Medium,21,9,C
S07810,24,Female,35,Reading/Writing,2,Yes,64,98,66,Yes,Medium,5,8,A
S07811,27,Female,43,Kinesthetic,12,Yes,77,75,100,No,Low,0,5,B
S07812,20,Male,14,Auditory,3,No,63,48,82,Yes,Low,5,7,D
S07813,26,Female,38,Visual,19,Yes,86,77,98,Yes,Medium,7,6,B
S07814,29,Female,47,Auditory,4,No,88,57,90,Yes,Low,18,4,C
S07815,27,Male,37,Kinesthetic,9,No,98,81,85,Yes,Medium,29,7,B
S07816,26,Female,15,Reading/Writing,6,Yes,79,55,64,Yes,Low,2,6,C
S07817,28,Male,44,Auditory,18,Yes,62,100,97,Yes,Low,12,5,A
S07818,27,Female,18,Kinesthetic,9,Yes,61,76,67,No,Medium,23,4,B
S07819,24,Other,16,Kinesthetic,3,Yes,60,66,64,Yes,Low,8,9,C
S07820,25,Female,28,Reading/Writing,0,No,68,58,63,Yes,Low,30,4,C
S07821,27,Male,31,Auditory,8,Yes,78,67,99,No,Medium,23,4,C
S07822,21,Female,31,Kinesthetic,6,Yes,70,90,72,Yes,High,0,8,A
S07823,22,Female,49,Visual,11,Yes,79,75,71,Yes,Medium,17,5,B
S07824,26,Male,47,Kinesthetic,15,Yes,96,72,83,No,Low,17,5,B
S07825,18,Female,5,Visual,18,Yes,95,92,99,Yes,Low,9,5,A
S07826,22,Female,45,Kinesthetic,18,Yes,51,62,69,Yes,Low,0,4,C
S07827,20,Female,17,Visual,5,Yes,57,96,100,No,Low,16,7,A
S07828,27,Female,14,Visual,10,No,96,55,53,Yes,Low,23,7,C
S07829,23,Female,10,Auditory,12,No,90,61,56,Yes,Medium,29,10,C
S07830,21,Female,30,Visual,10,Yes,50,70,70,Yes,Low,23,8,B
S07831,26,Female,36,Visual,9,Yes,56,61,64,Yes,Medium,11,5,C
S07832,28,Female,44,Reading/Writing,19,Yes,69,88,59,Yes,Medium,26,9,A
S07833,23,Male,8,Kinesthetic,2,No,71,66,99,Yes,High,16,5,C
S07834,28,Other,40,Kinesthetic,11,Yes,79,98,95,Yes,Low,7,4,A
S07835,21,Male,24,Visual,10,Yes,69,64,66,Yes,Medium,21,6,C
S07836,28,Female,15,Visual,10,No,89,71,51,Yes,Low,15,5,B
S07837,25,Female,41,Reading/Writing,1,Yes,96,50,75,Yes,Low,26,7,D
S07838,19,Male,36,Visual,20,No,61,74,98,Yes,Low,27,7,B
S07839,23,Male,35,Reading/Writing,12,No,73,65,60,Yes,Medium,28,6,C
S07840,20,Other,14,Kinesthetic,3,No,89,61,74,No,High,17,8,C
S07841,18,Female,38,Visual,17,Yes,68,93,80,No,Medium,28,7,A
S07842,25,Male,8,Auditory,9,Yes,85,91,86,Yes,Low,25,9,A
S07843,27,Female,19,Auditory,18,No,61,96,74,No,Medium,20,4,A
S07844,22,Male,26,Visual,17,Yes,80,89,91,Yes,Medium,21,5,A
S07845,23,Male,9,Reading/Writing,3,Yes,70,77,50,No,Medium,21,8,B
S07846,18,Male,49,Kinesthetic,9,Yes,78,84,91,Yes,Medium,22,6,B
S07847,24,Female,30,Reading/Writing,16,Yes,75,49,56,Yes,Medium,1,8,D
S07848,26,Male,37,Kinesthetic,8,Yes,53,41,70,Yes,Medium,0,4,D
S07849,23,Female,30,Visual,7,Yes,83,91,59,No,Medium,25,9,A
S07850,26,Male,8,Auditory,6,Yes,96,52,90,Yes,Low,18,4,D
S07851,23,Female,15,Visual,19,No,93,71,88,Yes,Medium,26,5,B
S07852,26,Male,8,Auditory,2,Yes,54,45,71,Yes,Low,20,6,D
S07853,18,Female,44,Visual,8,Yes,65,65,86,No,Medium,3,7,C
S07854,19,Female,16,Kinesthetic,1,Yes,94,89,80,Yes,Medium,25,7,A
S07855,27,Female,9,Visual,0,Yes,61,64,65,No,High,11,5,C
S07856,20,Male,12,Auditory,8,Yes,97,84,73,Yes,Low,28,4,B
S07857,28,Female,9,Visual,13,Yes,85,71,56,Yes,Low,4,10,B
S07858,27,Male,49,Auditory,11,No,68,46,71,No,Low,0,9,D
S07859,27,Male,46,Reading/Writing,10,Yes,57,50,73,Yes,High,16,8,D
S07860,18,Female,38,Auditory,9,Yes,73,88,75,Yes,Medium,15,9,A
S07861,28,Male,23,Reading/Writing,5,Yes,69,97,50,Yes,Low,6,6,A
S07862,26,Male,18,Visual,16,Yes,65,72,64,Yes,Medium,7,4,B
S07863,27,Male,21,Auditory,7,Yes,77,96,83,Yes,Low,2,8,A
S07864,26,Female,31,Auditory,1,No,66,48,93,Yes,Medium,15,8,D
S07865,25,Male,31,Visual,10,Yes,72,48,81,Yes,Medium,29,6,D
S07866,28,Male,49,Auditory,16,No,84,74,92,No,Medium,13,7,B
S07867,29,Male,19,Kinesthetic,13,No,99,62,82,Yes,Medium,27,9,C
S07868,22,Female,23,Visual,4,No,67,50,78,Yes,Medium,3,5,D
S07869,20,Male,6,Visual,1,Yes,80,97,53,Yes,Medium,23,5,A
S07870,18,Female,26,Kinesthetic,15,Yes,84,80,100,No,Low,15,5,B
S07871,22,Male,43,Reading/Writing,3,No,69,63,88,No,Low,9,4,C
S07872,27,Male,38,Visual,17,Yes,92,94,75,No,Low,8,9,A
S07873,19,Female,35,Kinesthetic,0,No,51,77,66,Yes,Low,24,4,B
S07874,25,Male,6,Kinesthetic,19,Yes,85,68,61,Yes,Low,18,7,C
S07875,24,Male,30,Kinesthetic,20,Yes,79,76,54,Yes,High,5,4,B
S07876,23,Female,40,Visual,1,Yes,72,73,66,No,Low,28,5,B
S07877,24,Female,46,Auditory,9,No,69,46,81,Yes,Medium,6,8,D
S07878,28,Male,25,Auditory,4,Yes,72,71,53,No,Low,8,9,B
S07879,26,Female,27,Visual,16,Yes,80,86,71,Yes,Low,15,9,A
S07880,27,Female,33,Visual,19,No,85,45,76,No,Low,24,5,D
S07881,23,Female,33,Reading/Writing,3,Yes,91,93,59,No,Medium,12,5,A
S07882,22,Female,25,Visual,0,Yes,85,57,58,No,Low,14,8,C
S07883,19,Male,23,Reading/Writing,10,Yes,64,79,86,Yes,Low,26,6,B
S07884,24,Female,20,Kinesthetic,20,Yes,68,67,74,No,Low,7,7,C
S07885,20,Female,17,Reading/Writing,13,Yes,53,75,86,Yes,Low,5,6,B
S07886,29,Female,20,Auditory,13,No,80,65,74,No,High,6,10,C
S07887,27,Male,41,Visual,2,No,72,97,63,Yes,High,19,9,A
S07888,27,Other,42,Visual,1,No,61,78,80,Yes,Medium,28,5,B
S07889,18,Male,43,Reading/Writing,15,Yes,73,94,100,No,Low,0,9,A
S07890,24,Female,18,Auditory,16,No,74,83,80,Yes,High,10,4,B
S07891,20,Female,47,Auditory,8,Yes,50,97,62,Yes,High,27,4,A
S07892,27,Female,21,Visual,18,No,97,40,78,No,Medium,28,10,D
S07893,22,Other,18,Auditory,11,Yes,79,63,72,No,Medium,8,4,C
S07894,23,Female,15,Kinesthetic,4,No,62,92,93,Yes,Medium,0,6,A
S07895,22,Other,40,Reading/Writing,15,Yes,81,97,84,No,High,27,6,A
S07896,18,Female,40,Reading/Writing,6,No,89,100,75,Yes,Medium,3,4,A
S07897,22,Female,35,Visual,2,Yes,60,95,96,Yes,Medium,21,9,A
S07898,26,Male,43,Visual,20,No,83,70,74,No,Medium,28,8,B
S07899,25,Female,46,Kinesthetic,12,No,94,50,99,Yes,High,3,5,D
S07900,26,Female,16,Kinesthetic,0,No,96,56,83,Yes,High,26,8,C
S07901,26,Female,46,Kinesthetic,0,Yes,80,92,96,Yes,Medium,8,5,A
S07902,21,Female,33,Visual,5,Yes,75,77,77,Yes,Medium,28,9,B
S07903,20,Female,49,Reading/Writing,10,Yes,53,40,72,Yes,Low,25,9,D
S07904,20,Female,7,Kinesthetic,19,Yes,73,48,99,Yes,Medium,25,5,D
S07905,22,Female,34,Auditory,20,Yes,99,93,98,No,High,24,7,A
S07906,20,Female,6,Auditory,5,Yes,82,72,61,No,High,26,10,B
S07907,25,Male,43,Reading/Writing,14,Yes,65,62,50,Yes,High,16,5,C
S07908,23,Female,33,Visual,0,Yes,56,59,72,Yes,Low,7,6,C
S07909,21,Female,9,Auditory,5,Yes,88,50,84,Yes,Low,7,9,D
S07910,28,Female,37,Reading/Writing,18,Yes,75,78,50,No,Medium,18,7,B
S07911,22,Male,35,Kinesthetic,10,No,89,50,78,Yes,Low,14,5,D
S07912,26,Male,31,Kinesthetic,2,Yes,84,41,76,Yes,High,5,7,D
S07913,28,Female,35,Kinesthetic,0,Yes,94,86,69,No,High,12,7,A
S07914,21,Female,26,Visual,18,Yes,86,63,77,No,Medium,14,8,C
S07915,27,Female,39,Visual,13,Yes,66,100,99,Yes,Medium,24,5,A
S07916,21,Male,12,Visual,19,Yes,60,60,59,Yes,High,0,5,C
S07917,21,Male,10,Visual,13,Yes,62,94,89,Yes,High,29,8,A
S07918,27,Male,39,Kinesthetic,5,Yes,53,93,88,No,Low,22,4,A
S07919,23,Female,12,Visual,3,Yes,91,73,85,Yes,Medium,26,10,B
S07920,20,Male,28,Reading/Writing,0,Yes,51,99,82,Yes,Medium,21,4,A
S07921,27,Female,30,Kinesthetic,2,No,57,75,60,Yes,Medium,13,5,B
S07922,23,Female,13,Kinesthetic,10,Yes,89,63,76,Yes,Medium,27,6,C
S07923,25,Male,6,Kinesthetic,19,No,68,64,95,Yes,Low,6,8,C
S07924,26,Female,38,Kinesthetic,9,Yes,55,41,96,No,Medium,1,10,D
S07925,22,Male,13,Reading/Writing,19,Yes,98,40,85,Yes,Medium,14,5,D
S07926,26,Male,13,Auditory,7,No,50,53,96,Yes,Medium,15,7,D
S07927,28,Female,34,Auditory,13,No,78,65,98,Yes,High,28,8,C
S07928,18,Male,33,Kinesthetic,11,Yes,59,68,97,Yes,Medium,27,6,C
S07929,25,Male,41,Reading/Writing,0,No,60,60,74,Yes,Medium,24,9,C
S07930,18,Male,14,Auditory,3,Yes,95,64,56,Yes,Medium,5,5,C
S07931,20,Male,34,Visual,16,Yes,68,53,89,Yes,Low,1,8,D
S07932,19,Female,36,Reading/Writing,9,No,76,55,98,No,Low,18,8,C
S07933,22,Female,38,Auditory,16,No,70,61,58,Yes,Medium,11,5,C
S07934,18,Female,9,Kinesthetic,0,Yes,94,88,93,No,Low,22,6,A
S07935,24,Male,15,Reading/Writing,11,Yes,52,97,87,Yes,Medium,13,9,A
S07936,25,Female,13,Reading/Writing,0,No,86,84,96,No,Medium,17,5,B
S07937,25,Female,16,Reading/Writing,20,No,60,68,51,No,Medium,13,7,C
S07938,20,Female,17,Kinesthetic,19,No,93,50,51,No,Medium,26,9,D
S07939,28,Female,49,Visual,19,No,53,78,76,No,Low,10,8,B
S07940,19,Female,19,Visual,3,No,87,50,52,Yes,Medium,16,4,D
S07941,18,Female,25,Reading/Writing,15,Yes,86,76,72,Yes,Low,7,4,B
S07942,24,Female,24,Auditory,6,Yes,61,65,88,Yes,Medium,20,8,C
S07943,18,Female,15,Reading/Writing,9,No,58,67,98,Yes,Medium,0,9,C
S07944,24,Male,40,Auditory,4,Yes,64,40,95,Yes,Low,4,4,D
S07945,29,Male,25,Reading/Writing,17,Yes,73,90,76,No,Medium,23,6,A
S07946,22,Female,17,Reading/Writing,18,Yes,54,90,84,Yes,Medium,20,8,A
S07947,18,Female,34,Kinesthetic,5,Yes,58,89,84,No,Low,21,10,A
S07948,26,Female,34,Auditory,12,No,86,69,52,Yes,Medium,3,4,C
S07949,25,Male,22,Kinesthetic,4,Yes,57,85,100,Yes,Low,15,7,A
S07950,21,Female,42,Kinesthetic,14,Yes,59,88,76,No,Low,21,7,A
S07951,26,Male,17,Reading/Writing,16,Yes,86,64,55,Yes,Medium,7,4,C
S07952,29,Male,48,Visual,19,Yes,66,48,78,No,Low,17,9,D
S07953,23,Male,11,Kinesthetic,1,Yes,79,58,58,Yes,Medium,24,8,C
S07954,18,Female,5,Auditory,18,No,90,87,68,Yes,Medium,18,10,A
S07955,23,Male,40,Auditory,12,No,83,68,86,Yes,Medium,15,7,C
S07956,23,Female,44,Kinesthetic,18,Yes,81,83,52,Yes,Medium,14,8,B
